#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
OverTop (Japan);OverTop (Japan);SNK Neo Geo CD;;1996;ADK;Driving;;;;;0;;;;;
OverTop (World);OverTop (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Pleasuregoal - 5 on 5 Mini Soccer (World);Pleasuregoal - 5 on 5 Mini Soccer (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Power Spikes II (Japan);Power Spikes II (Japan);SNK Neo Geo CD;;1995;Video System;Sports/Volleyball;;;;;0;;;;;
Power Spikes II (World);Power Spikes II (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Pulstar (World);Pulstar (World);SNK Neo Geo CD;;1995;Aicom;Shoot-'Em-Up;;;;;0;;;;;
Puzzle Bobble (World);Puzzle Bobble (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Puzzled (World);Puzzled (World);SNK Neo Geo CD;;1994;SNK;Puzzle;;;;;0;;;;;
Quiz King of Fighters (Japan);Quiz King of Fighters (Japan);SNK Neo Geo CD;;1995;Saurus;Quiz;;;;;0;;;;;
Ragnagard (World);Ragnagard (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Raguy (Japan);Raguy (Japan);SNK Neo Geo CD;;1994;ADK;Platform;;;;;0;;;;;
Rally Chase (World);Rally Chase (World);SNK Neo Geo CD;;1994;ADK;Driving;;;;;0;;;;;
Real Bout Fatal Fury (World);Real Bout Fatal Fury (World);SNK Neo Geo CD;;1996;SNK;Fighter;;;;;0;;;;;
Real Bout Fatal Fury 2 - The Newcomers (World);Real Bout Fatal Fury 2 - The Newcomers (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Real Bout Fatal Fury Special (World);Real Bout Fatal Fury Special (World);SNK Neo Geo CD;;1997;SNK;Fighter;;;;;0;;;;;
Riding Hero (World);Riding Hero (World);SNK Neo Geo CD;;1995;SNK;Motorcycle;;;;;0;;;;;
Robo Army (World);Robo Army (World);SNK Neo Geo CD;;1995;SNK;Beat-'Em-Up;;;;;0;;;;;
Samurai Shodown (World);Samurai Shodown (World);SNK Neo Geo CD;;1994;SNK;Fighter;;;;;0;;;;;
Samurai Shodown II (World);Samurai Shodown II (World);SNK Neo Geo CD;;1994;SNK;Fighter;;;;;0;;;;;
Samurai Shodown III (World);Samurai Shodown III (World);SNK Neo Geo CD;;1995;SNK;Fighter;;;;;0;;;;;
Samurai Shodown IV - Amakusa's Revenge (World);Samurai Shodown IV - Amakusa's Revenge (World);SNK Neo Geo CD;;1996;SNK;Fighter;;;;;0;;;;;
Savage Reign (World);Savage Reign (World);SNK Neo Geo CD;;1995;SNK;Fighter;;;;;0;;;;;
Sengoku (World);Sengoku (World);SNK Neo Geo CD;;1995;SNK;Beat-'Em-Up;;;;;0;;;;;
Sengoku 2 (World);Sengoku 2 (World);SNK Neo Geo CD;;1995;SNK;Beat-'Em-Up;;;;;0;;;;;
Shinouken (Japan);Shinouken (Japan);SNK Neo Geo CD;;1996;Saurus;Fighter;;;;;0;;;;;
Shinsetsu Samurai Spirits - Bushidohretsuden (Japan);Shinsetsu Samurai Spirits: Bushidohretsuden (Japan);SNK Neo Geo CD;;1997;SNK;Role-Playing;;;;;0;;;;;
Shougi no Tatsujin - Master of Syougi (Japan);Shougi no Tatsujin: Master of Syougi (Japan);SNK Neo Geo CD;;1995;ADK;Board Games;;;;;0;;;;;
Soccer Brawl (World);Soccer Brawl (World);SNK Neo Geo CD;;1995;SNK;Sports/Soccer;;;;;0;;;;;
Stakes Winner - GI Kanzen Seiha Heno Machi (Japan);Stakes Winner - GI Kanzen Seiha Heno Machi (Japan);SNK Neo Geo CD;;;;;;;;;;;;;;
Street Hoop (World);Street Hoop (World);SNK Neo Geo CD;;1995;Data East;Sports/Basketball;;;;;0;;;;;
Super Sidekicks (World);Super Sidekicks (World);SNK Neo Geo CD;;1995;SNK;Sports/Soccer;;;;;0;;;;;
Super Sidekicks 2 (World);Super Sidekicks 2 (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Super Sidekicks 2 - The World Championship (World);Super Sidekicks 2: The World Championship (World);SNK Neo Geo CD;;1994;SNK;Sports/Soccer;;;;;0;;;;;
Super Sidekicks 3 - The Next Glory (World);Super Sidekicks 3 - The Next Glory (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Super Spy, The (World);Super Spy, The (World);SNK Neo Geo CD;;1994;SNK;Beat-'Em-Up;;;;;0;;;;;
Tengai Makyou Shinden - Far East of Eden (Japan);Tengai Makyou Shinden: Far East of Eden (Japan);SNK Neo Geo CD;;1995;Hudson Soft;Fighter;;;;;0;;;;;
Time's Up (World) (Unl);Time's Up (World) (Unl);SNK Neo Geo CD;;2012;NGFDev.Inc;Shoot-'Em-Up;;;;;0;;;;;
Top Hunter - Roddy & Cathy (World);Top Hunter - Roddy & Cathy (World);SNK Neo Geo CD;;1994;SNK;Platform;;;;;0;;;;;
Top Player's Golf (World);Top Player's Golf (World);SNK Neo Geo CD;;1994;SNK;Sports/Golf;;;;;0;;;;;
Treasure of The Caribbean (World) (Unl);Treasure of The Caribbean (World) (Unl);SNK Neo Geo CD;;2012;Neo Conception International;Puzzle;;;;;0;;;;;
Twinkle Star Sprites (Japan);Twinkle Star Sprites (Japan);SNK Neo Geo CD;;1997;ADK;Shoot-'Em-Up;;;;;0;;;;;
Twinkle Star Sprites (World);Twinkle Star Sprites (World);SNK Neo Geo CD;;;;;;;;;;;;;;
Viewpoint (World);Viewpoint (World);SNK Neo Geo CD;;1995;Sammy;Shoot-'Em-Up;;;;;0;;;;;
Voltage Fighter Gowcaizer (World);Voltage Fighter Gowcaizer (World);SNK Neo Geo CD;;1995;Technos;Fighter;;;;;0;;;;;
