#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
RoboCop versus The Terminator (Japan);RoboCop versus The Terminator (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Rocket Knight Adventures (Japan);Rocket Knight Adventures (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Rockman Megaworld (Japan);Rockman Megaworld (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Royal Blood (Japan);Royal Blood (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Runark (JUE);Runark (JUE);Sega Mega Drive Japan;;;;;;;;;;;;;;
Ryuuko no Ken (Japan);Ryuuko no Ken (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Same! Same! Same! (Japan);Same! Same! Same! (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Sangokushi II (Japan);Sangokushi II (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Sangokushi III (Japan);Sangokushi III (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Sangokushi Retsuden - Ransei no Eiyuu Tachi (Japan);Sangokushi Retsuden - Ransei no Eiyuu Tachi (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shi Kin Joh (Japan);Shi Kin Joh (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shining and the Darkness (Japan);Shining and the Darkness (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shiten Myooh (Japan);Shiten Myooh (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shogi no Hoshi (Japan);Shogi no Hoshi (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shura no Mon (Japan);Shura no Mon (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Slam Dunk - Shikyou Gekitotsu! (1);Slam Dunk - Shikyou Gekitotsu! (1);Sega Mega Drive Japan;;;;;;;;;;;;;;
Slap Fight MD (Japan);Slap Fight MD (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
[SegaNet] 16t (Japan);[SegaNet] 16t (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
